1	4041.0680770874023
1	4041.0680770874023
2	3747.312307357788
2	3747.312307357788
3	3835.4456424713135
3	3835.4456424713135
4	3857.985734939575
4	3857.985734939575
5	3213.829517364502
5	3213.829517364502
6	3360.191822052002
6	3360.191822052002
7	3542.2115325927734
7	3542.2115325927734
8	3597.8667736053467
8	3597.8667736053467
9	3336.16042137146
9	3336.16042137146
10	4063.697099685669
10	4063.697099685669
11	3582.2486877441406
11	3582.2486877441406
12	3657.809019088745
12	3657.809019088745
13	3625.253677368164
13	3625.253677368164
14	3794.658660888672
14	3794.658660888672
15	3688.8153553009033
15	3688.8153553009033
16	3741.772413253784
16	3741.772413253784
17	3679.6438694000244
17	3679.6438694000244
18	3832.0577144622803
18	3832.0577144622803
19	3766.3543224334717
19	3766.3543224334717
20	3930.0718307495117
20	3930.0718307495117
21	3948.2998847961426
21	3948.2998847961426
22	3459.9459171295166
22	3459.9459171295166
23	3306.2548637390137
23	3306.2548637390137
24	3249.83286857605
24	3249.83286857605
25	3593.8289165496826
25	3593.8289165496826
26	3277.721405029297
26	3277.721405029297
27	3743.5591220855713
27	3743.5591220855713
28	3299.0572452545166
28	3299.0572452545166
29	3254.1332244873047
29	3254.1332244873047
30	3261.425733566284
30	3261.425733566284
31	3252.9101371765137
31	3252.9101371765137
32	3250.6256103515625
32	3250.6256103515625
33	3255.829095840454
33	3255.829095840454
34	3135.5674266815186
34	3135.5674266815186
35	3388.680934906006
35	3388.680934906006
36	3039.292097091675
36	3039.292097091675
37	3031.320333480835
37	3031.320333480835
38	3098.520040512085
38	3098.520040512085
39	3188.4500980377197
39	3188.4500980377197
40	3692.126750946045
40	3692.126750946045
41	3043.517589569092
41	3043.517589569092
42	3172.8739738464355
42	3172.8739738464355
43	3117.542028427124
43	3117.542028427124
44	3194.430351257324
44	3194.430351257324
45	3729.9458980560303
45	3729.9458980560303
46	3444.093704223633
46	3444.093704223633
47	3286.782741546631
47	3286.782741546631
48	3453.1569480895996
48	3453.1569480895996
49	2810.6257915496826
49	2810.6257915496826
50	2373.43168258667
50	2373.43168258667
51	2609.9917888641357
51	2609.9917888641357
52	2562.5412464141846
52	2562.5412464141846
53	2390.9292221069336
53	2390.9292221069336
54	2412.2886657714844
54	2412.2886657714844
55	2565.152406692505
55	2565.152406692505
56	2521.888494491577
56	2521.888494491577
57	2452.901601791382
57	2452.901601791382
58	2452.6309967041016
58	2452.6309967041016
59	2726.6924381256104
59	2726.6924381256104
60	2612.096071243286
60	2612.096071243286
61	2443.349599838257
61	2443.349599838257
62	2474.4505882263184
62	2474.4505882263184
63	2330.4545879364014
63	2330.4545879364014
64	2186.575412750244
64	2186.575412750244
65	2187.106132507324
65	2187.106132507324
66	2131.364345550537
66	2131.364345550537
67	2175.8816242218018
67	2175.8816242218018
68	2473.766565322876
68	2473.766565322876
69	2649.4357585906982
69	2649.4357585906982
70	2747.483253479004
70	2747.483253479004
71	2476.5632152557373
71	2476.5632152557373
72	2290.875196456909
72	2290.875196456909
73	2491.3008213043213
73	2491.3008213043213
74	2549.161672592163
74	2549.161672592163
75	2570.2736377716064
75	2570.2736377716064
76	2360.305070877075
76	2360.305070877075
77	2375.9238719940186
77	2375.9238719940186
78	2494.74835395813
78	2494.74835395813
79	2561.2916946411133
79	2561.2916946411133
80	2680.7656288146973
80	2680.7656288146973
81	2508.131980895996
81	2508.131980895996
82	2502.936363220215
82	2502.936363220215
83	2328.02677154541
83	2328.02677154541
84	2398.369550704956
84	2398.369550704956
